timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;-18.210321562263864;-4.400799054487458;-19.816619687011602;25.202132539828057;-49.35287952355603
2 days 01:52:31;-18.915877847597674;-3.6498116632640865;-14.415153305182812;32.18758337031875;-38.43663138498613
2 days 01:52:32;-13.769667037933813;6.241883354318003;-10.45142388760456;32.837834266095115;-11.15863376490612
2 days 01:52:33;-11.369707920418046;25.58496279808893;-19.47638415689856;34.368935230592186;-8.101852289658888
2 days 01:52:34;-13.999621508166399;-7.751275593162724;10.571361334786136;26.312325254269087;-25.078548983478132
2 days 01:52:35;-9.448082327966207;-6.148183816953197;20.26561450080587;20.73215895358982;-33.07872753365652
2 days 01:52:36;1.4674694500368903;3.7666281074769135;13.041848449070294;15.20003931063369;-45.27943871988634
2 days 01:52:37;4.35542744653517;8.952072844640899;8.007577204754556;14.4299386720951;-50.27679390503593
2 days 01:52:38;5.902436775942044;9.190682594232998;5.5347259173786725;19.11354549566109;-32.14970125004182
2 days 01:52:39;1.2963151850562185;7.998047112029988;-1.3676295299812433;30.619819802074005;-27.306164204533207
2 days 01:52:40;4.675031062290995;22.47594283550668;-19.671798141897394;22.554248444206962;-12.86194675272126
2 days 01:52:41;3.228074379759572;-7.511012224588707;2.5079013625273303;19.97178463034279;-13.03221599369612
2 days 01:52:42;5.24024969687099;-16.646057957687226;3.8098961922136514;24.824632913611346;-32.04124145760533
2 days 01:52:43;3.8109309970552316;-11.168467936618265;-0.7140643138396456;21.47455212727052;-52.72613546967822
2 days 01:52:44;3.1194606159547833;-8.860682254262873;-4.065720852893045;19.95506389338519;-67.4630075193863
2 days 01:52:45;9.581914561441124;-1.1744586409551903;-7.986680049033305;21.569206526255826;-56.87764368955538
2 days 01:52:46;4.813577606558182;1.9178191974511245;-10.278305882752704;20.81352661896416;-42.01443288933863
2 days 01:52:47;5.912768981326062;14.209774151069645;-19.856729459448232;7.178615372898001;-22.21203532588224
2 days 01:52:48;7.527372400632311;-10.732304470489382;-2.7236941152449305;9.220610849807269;-10.797998361478571
2 days 01:52:49;5.359849718967799;-16.04672763756955;-8.425035553767456;4.663932946112525;-18.327182797498722
