timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;19.444458939511353;16.530232091160357;-1.3521082794577874;-4.089782631324013;25.28583061391964
2 days 01:52:31;2.637983533670563;25.27876192368767;-1.2221665307089258;-1.7682543230855243;9.47133371624732
2 days 01:52:32;4.3193537507854005;21.36498978468413;-4.211095905283382;-6.613857314867238;10.266247888167587
2 days 01:52:33;19.56564207675088;17.186267563880133;-6.754059755964192;-14.57481510554091;21.8073157831774
2 days 01:52:34;11.48240467678934;22.710450423534194;-8.380515353962355;-8.565243991215485;14.061230958250558
2 days 01:52:35;5.125459270072074;16.410354980572496;-10.528218996739092;-3.184397956837946;10.306515691197472
2 days 01:52:36;-0.7963091196833776;4.518995510738009;-12.946622790278177;-10.811951281849067;2.1883575949910825
2 days 01:52:37;3.4393975859448096;0.03150542626898433;-13.176731896710917;-8.744333736201805;6.796311125204481
2 days 01:52:38;11.074436474923376;1.1285555547455028;-10.47182653199508;-5.102685101567862;20.97851877468296
2 days 01:52:39;-3.933876600340685;4.533936132162362;-10.758276810634104;-4.001573208934261;6.8294187859848545
2 days 01:52:40;-3.3804579061662094;8.904498313944579;-6.867547612019906;1.877717370487364;19.58671496856843
2 days 01:52:41;7.916917291399976;7.695272941443479;-9.679828565594923;1.791044952649804;24.713883827554945
2 days 01:52:42;3.1129469584341516;3.140762367781283;-7.015546432210188;-6.878913106861338;9.587176442197764
2 days 01:52:43;-10.300421635611649;11.389695705164318;-10.405034283713746;-4.488323290485557;8.719172940776714
2 days 01:52:44;-0.5877039650918929;2.022527992306424;-8.415765470882627;1.714110934552998;19.41066833358301
2 days 01:52:45;7.577348042324809;0.567972835196441;-4.492912415449582;5.398143234267699;25.49845725304376
2 days 01:52:46;-0.10054554641089793;1.5196020326540243;-13.656589417277791;6.806852019556615;9.746631883768114
2 days 01:52:47;-4.296810134766862;3.6598668358761426;-14.680391079178714;1.5868192090286708;19.431908918790363
2 days 01:52:48;-6.768671056446535;1.1422908039051316;-8.72624967558433;0.5720124737693169;13.958425989141768
2 days 01:52:49;6.5793305085388125;3.4145438679112012;-13.92792787582833;1.7165383175258782;28.135244655376038
2 days 01:52:50;-0.5197412773626447;0.19779610229180056;-10.784096727060195;1.3137737789362878;29.49055761309944
2 days 01:52:51;-9.224663600074159;-0.7870874923046113;-9.615794625090812;1.6307897494044326;18.441433101589997
2 days 01:52:52;7.488271897707144;9.535177622872176;-11.882654625235334;-0.6255179097584563;42.25445178034282
2 days 01:52:53;5.906656825148218;15.485274494279809;-7.709946614729714;-4.944331883832737;31.925071450930137
2 days 01:52:54;-6.92420368967111;10.7002814274181;-2.307855361050135;0.3788639578175933;26.823418761890338
2 days 01:52:55;-10.557500882792441;6.623797912045802;-5.586789803365403;0.8564659089116676;27.101955484863254
2 days 01:52:56;-5.136127546085383;3.6272885895714833;-6.899885392088279;-4.782593927900465;20.376865518685793
2 days 01:52:57;7.946895664693625;6.52244463127383;-6.692412850152393;-1.1354755469401012;36.45129155921543
2 days 01:52:58;-1.3243129963833293;13.48014616639745;-9.25133322830112;0.4801531456898186;19.058532589701034
2 days 01:52:59;-4.306322249127537;11.013208720143085;-11.279988785719057;2.8458213607358256;22.94597312177688
2 days 01:53:00;14.48739427982386;11.82654195458304;-3.574084223332618;-3.2350246354069734;38.2371039702513
2 days 01:53:01;-2.298477912944351;8.623676743409293;-3.952657775932874;-8.031975498261215;12.615572237982281
2 days 01:53:02;3.4327691512857688;2.4876606945139166;-14.098837846436178;-8.036664172839037;16.331570724940953
2 days 01:53:03;7.693619825689823;0.04131814657163524;-15.087963451435561;-3.783174914229479;27.087453556358543
2 days 01:53:04;4.061845482434293;-2.134418911913071;-15.169883498102815;-0.5051485176154301;18.04985550036206
2 days 01:53:05;-2.822136934694262;-7.446158869076419;-18.915000568660407;-8.200795919448764;0.7469656692386838
