timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
8 days 07:52:30;12.91252755068411;3.131113449027937;-16.149377563363807;38.023464882489336;22.82543730594353
8 days 07:52:31;9.884016817379269;0.19041360423060236;-39.204354820749174;29.519736345417368;23.855173889331194
8 days 07:52:32;15.03387849755834;1.7545703582699248;-41.83295714496111;25.638553187106908;32.23796866222877
8 days 07:52:33;23.63014076298314;-11.875310126058942;-46.545574190818115;14.6088419790529;29.36594576377242
8 days 07:52:34;26.092001866421686;15.091304249770428;-53.13166962456205;-6.028703815266206;33.78051376126005
8 days 07:52:35;19.73394191294625;9.072991525444996;-30.98823317421516;-16.587616669506655;13.838467866998531
8 days 07:52:36;22.14365005836329;11.237170950195798;4.14039369351233;-18.6912900336023;8.826639425592727
8 days 07:52:37;31.598814740647267;23.39980984334058;31.615978390539187;-7.400687530658379;11.267965080536102
8 days 07:52:38;24.016578874733565;40.01412855790095;55.971224451794846;10.212329500322706;8.159484483920076
8 days 07:52:39;17.70931465960446;36.10694121258908;49.33836590105099;24.395620432085124;11.403749622486272
8 days 07:52:40;14.817551822027863;-11.121815212962543;39.792306759013236;15.515180416769526;3.4398979496569133
8 days 07:52:41;10.438755994466531;-9.502716873257945;7.251183401301931;4.759419008705627;-4.055062067040925
8 days 07:52:42;0.13411823471414602;-27.368362646800914;-15.426927164706411;19.619759054282753;-9.625301441541087
8 days 07:52:43;3.382616439100279;-12.777054474411715;-62.175248089634024;17.151210552852962;2.9840304781340414
8 days 07:52:44;-1.4167237200020433;-24.39590019670805;-51.981605144207556;1.3052522883191398;11.108191051811207
8 days 07:52:45;0.5499689292779992;-25.403054060920805;-37.3662404385497;-15.381167359268172;8.368066063338196
8 days 07:52:46;8.64208769167059;-7.773148759830882;-17.103746491103205;-23.802484775941835;4.005215677717461
8 days 07:52:47;10.952290753692912;8.260647530056357;-1.258545899457523;-20.278963248330555;-4.415925216338837
8 days 07:52:48;9.314242725935902;24.717460464419403;8.589668338080765;-3.6290403513500493;-4.4200920673407795
8 days 07:52:49;14.041479081953325;26.29651750464053;34.84184289141873;8.108263073626059;1.927268211890909
8 days 07:52:50;23.374676651640677;34.812676433383004;63.64728914588986;10.045689328753898;11.063951968964187
8 days 07:52:51;25.49604376368525;19.805489335871474;71.49854921351778;14.340873223233704;6.9845519905463185
8 days 07:52:52;5.537111932952737;-5.211123592582038;61.77647573609646;4.566087873561178;0.924416300753959
8 days 07:52:53;3.159357860482429;-1.0134443243010764;12.94054060434339;1.5119192750449981;7.4076029465191695
8 days 07:52:54;-1.363442732066016;-22.68506555186129;-24.634248537126226;13.288197811744693;6.854120738667328
8 days 07:52:55;-6.935573887534446;-19.45231798463711;-53.095211688227074;20.778039654899036;8.812796202418081
8 days 07:52:56;-4.417073793198563;-16.63384699529224;-59.068477742107774;15.058940369809694;13.78856786505698
8 days 07:52:57;-8.97532472429005;-11.276282159403596;-44.84009171210435;7.4821374101348255;11.18318963647513
8 days 07:52:58;-12.750810449231846;1.2786128719935086;-19.019704778984767;2.0499397670974284;1.5725468807363225
8 days 07:52:59;0.995633656792048;13.754129439092326;-20.511329582520546;-15.142840675434227;6.27185548522374
8 days 07:53:00;6.160472486666075;7.078229326130133;-13.819331760146877;-27.531277229547314;0.6771773121558452
8 days 07:53:01;15.870257844335606;18.035114793496103;-16.305695615448;-23.01878994285602;4.995705929125168
8 days 07:53:02;14.410522211404027;14.70320520078043;-2.439134621481827;-1.6815893858290614;-5.743242932577803
8 days 07:53:03;0.662482363189891;-9.201356428579588;37.36867482928897;15.476717718415657;-6.485849101251044
8 days 07:53:04;-10.200022089778042;0.04253802524276215;21.988549475500704;20.545603071142693;-14.975948964787392
8 days 07:53:05;-4.471509070383703;-16.008102262459854;15.663300203350278;16.021762374523753;-11.507453793050148
8 days 07:53:06;-12.515441023668268;-5.6601873962265525;0.8560057793019017;5.454378915469244;0.5498934176352439
8 days 07:53:07;-21.443623749548046;-4.545816446468974;-2.5528572714433393;-4.1468899525618355;-3.0367685600561116
8 days 07:53:08;-12.130147521820536;-8.76156219457456;5.778611788184842;-11.102614016782294;12.86145921825176
8 days 07:53:09;-16.12252039882558;2.0629055609032942;-11.43225443363333;0.6321275549495673;11.735527250239365
8 days 07:53:10;-22.429817942443112;-12.002244708581866;12.019037903151492;17.587717343151457;8.680494911065608
8 days 07:53:11;-18.80157027361696;-12.503797565685069;25.718485156087354;31.88131016913634;12.166275183827025
8 days 07:53:12;-13.114580097699255;-9.169634727935797;3.022203742932576;24.01504775781543;8.2526745573059
8 days 07:53:13;-17.702596587510296;-12.51390337729638;-24.377430139796846;7.067677526116823;-6.376441405581779
8 days 07:53:14;-16.81694255283502;-1.6254633653833492;-39.87231333916557;0.5181096077980978;-11.280610328301847
8 days 07:53:15;-12.877550901371285;-19.146496957129855;-32.368971677260454;-0.034897511034193356;-14.128886552862118
8 days 07:53:16;-19.686153313937023;-37.24160767101279;-21.946912287457998;10.1282714401204;-25.15307814685684
8 days 07:53:17;-22.16444150303731;-22.632471115916925;-10.857122226152873;22.203464811591832;-18.964311968648005
8 days 07:53:18;-19.11263598189165;-1.5937863726965822;7.1372464305118895;27.924446045839854;-17.240220388332006
8 days 07:53:19;-4.9576363574283615;11.01510999064552;38.063645736037614;33.2803954273738;-14.416727913748609
8 days 07:53:20;7.693520161607352;11.00408945831206;57.40774762984553;43.60205059946249;-10.112246879297595
8 days 07:53:21;16.1595925268117;15.860953003750405;58.330361897539376;43.733658186512486;3.8227123334750233
8 days 07:53:22;12.847677441317627;14.849134987249142;52.171449504295204;52.38622342299692;7.3574905178505965
8 days 07:53:23;8.458038960667894;8.684424755278842;33.319858332492444;59.11967679243891;6.221188990010785
8 days 07:53:24;16.48551594707319;0.252647486298423;5.676047693456861;10.826098201934869;26.455380243268298
8 days 07:53:25;15.878531705829301;-7.709180932459019;-27.28803004675536;-27.2733832984737;22.40588157137694
8 days 07:53:26;7.7204399841190465;-6.192706759539226;-44.84050849768126;-42.05491026502212;9.909075850573583
8 days 07:53:27;3.61312158270967;-18.488560535183836;-20.097304382242466;-42.944347585767915;15.926141210565234
