timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;32.434090858562804;168.0846196997586;87.46604055439416;-183.33957930150862;1.2323849271186351
2 days 01:52:31;6.128982812983956;129.00124058508825;84.76449499423836;-185.29275438552048;-2.549308910972797
2 days 01:52:32;5.881044052868704;36.01877382611984;70.77279898738439;-164.03597402480352;-26.570068425453485
2 days 01:52:33;-41.54169143815169;49.73721873397448;27.36988692217345;-139.50131068349648;-19.45182023278563
2 days 01:52:34;-55.22287515471793;-2.064679220087521;22.5009032493216;-105.21874628858949;-44.51968790502039
2 days 01:52:35;-71.0675888979885;-61.98148263451081;52.03646601595828;-87.11382750058625;-68.80708812259658
2 days 01:52:36;-84.22180054014981;-61.975296316803686;6.7871338699156825;-71.98314839259402;-82.7681978823212
2 days 01:52:37;-110.70585040148674;-53.58840799533438;15.785279507511454;-64.24960455767842;-94.87191551304959
2 days 01:52:38;-149.72915588938994;-23.58598068294529;-3.6555528774655213;-53.98469942092963;-81.03045615455741
2 days 01:52:39;-162.84335964739807;-1.4829448237632057;-60.65559506759246;-63.07205028553577;-102.30752549318055
2 days 01:52:40;-105.50692685914748;-87.37902187017464;-43.62256207928147;-49.23630015673853;-162.46772054820187
2 days 01:52:41;-133.91140202132647;0.41102919677334193;-72.02717942463525;-42.494238527875964;-145.91610401858304
2 days 01:52:42;-133.88768389011148;2.481932251850082;-45.337175351463976;-49.649805559325095;-152.4105481253157
2 days 01:52:43;-90.28534120693585;-16.499005877993678;-70.15326993363298;-50.590752866178384;-184.58436567089967
2 days 01:52:44;-88.76038136445091;-6.530002752531926;-62.447818464428266;-66.77234858209299;-170.55625426228508
2 days 01:52:45;-55.56139537064905;-24.336559353584278;-97.72394016590565;-66.58970986567586;-206.0631634744308
2 days 01:52:46;-41.60948221542215;-18.624874912114493;-130.99807687691415;-65.54050349966106;-218.3220277351006
2 days 01:52:47;-80.18409099972418;-58.05129292250455;-73.24988256569142;-62.25615707297482;-198.63858836793653
2 days 01:52:48;-95.67875382976747;-19.22589212811928;-104.38059317290072;-49.94771789474044;-190.9945287125012
2 days 01:52:49;-87.42242493468159;-96.8819076423584;-50.35093131138212;-37.254311446033256;-235.87860072038995
2 days 01:52:50;-35.80042013615316;-154.0353633326878;-61.62637536150179;-16.03161745949176;-319.99399408242897
2 days 01:52:51;-161.43918508173198;83.11604059886709;-40.16438263711707;-77.57719779339028;-179.80951463042834
2 days 01:52:52;-109.79869259614584;-47.884851914222466;43.238408211872304;-59.006588991460404;-287.81443221673743
2 days 01:52:53;-102.84778306267728;-9.802460173468814;-19.542608493271956;-55.30932506511125;-324.2008123659822
2 days 01:52:54;-146.75721326063967;25.12830783108833;36.51818904312525;-79.35893308754778;-237.04049245555092
2 days 01:52:55;-113.6620752315311;4.614697814998709;34.45153084771631;-56.08677336791495;-280.28941917884646
2 days 01:52:56;-103.263802045136;25.889481386778026;52.135897665020615;-63.39787923404881;-272.45929232826364
2 days 01:52:57;-73.58595573011523;-6.14618342273367;66.76276563673846;-50.59569666020803;-326.3420770957266
2 days 01:52:58;-133.73776212080247;52.91947181538754;97.58222277550794;-67.52348573643863;-219.41680005209366
2 days 01:52:59;-101.93311082970507;-14.824965955236419;86.32410266312918;-48.78692255678557;-239.08399564448578
2 days 01:53:00;-118.43305728200556;15.151934637327692;57.83970371273347;-54.188034632953;-216.57021297256208
2 days 01:53:01;-76.69614463669565;-65.44130754358913;92.52881816960151;-47.40936035494632;-173.71929440626621
2 days 01:53:02;-73.59710303716854;-29.015583163969765;61.39654180819174;-44.956587741098986;-135.40470755941124
2 days 01:53:03;-76.7630097187527;-29.60814914133128;65.9713458354988;-36.84765445745073;-109.62265626804009
2 days 01:53:04;-10.579131940003887;-122.3121401601658;56.028247691351936;-4.481685570593105;-142.67044355232784
2 days 01:53:05;-39.65603625759744;-53.62636233952431;28.121802755227755;-5.5533314990828035;-55.55398997225732
2 days 01:53:06;-79.35144582838545;-13.10568601213885;25.864171396589395;10.112140770811148;-11.291595100333446
2 days 01:53:07;-32.69700557967233;-53.74859924822914;8.34527772161984;43.536539872303976;-16.689848184285676
2 days 01:53:08;-22.49666544856826;-55.88777218889058;-1.3527641814704698;56.91594381888007;13.488554189477858
2 days 01:53:09;-40.507290179329914;-78.3785838060978;47.17770141064015;87.34921661042381;13.992257117355992
2 days 01:53:10;7.307523901689382;-72.28752147053069;40.903867277318525;92.8290801140988;25.166192227497948
2 days 01:53:11;-10.472851524629323;-52.786970051365806;82.91366465396412;73.95532349318573;61.55112193370053
2 days 01:53:12;-6.852890322134659;-79.61555760366578;91.05583098901376;112.53409119146407;57.439161363488594
2 days 01:53:13;6.205932658455683;-67.35825821704236;60.525357529180376;123.11192256219918;66.58639770988326
2 days 01:53:14;-22.53818090176974;-61.906323484133;115.09051372855448;159.9645254403237;132.3321416032503
2 days 01:53:15;-46.35677996785028;-31.85056454986065;101.39119054213279;198.51929564104984;118.79376229817235
2 days 01:53:16;71.8397138569573;-76.37696309441061;67.07372569640422;196.06985191918497;112.09023119801009
2 days 01:53:17;20.76615156851235;-19.043079808167942;122.40371284033736;208.9786276428058;200.07354489598424
2 days 01:53:18;20.644725202712053;-113.01062191080719;102.88609607638688;251.15976249864272;192.70236991299296
2 days 01:53:19;50.276463796874;-110.6902095459765;1.6871071286671724;231.03490008957627;178.19489932405375
2 days 01:53:20;39.04972937735706;-107.67055360594021;6.502492878656178;227.59915266419108;291.71998122458496
2 days 01:53:21;98.72632595560958;-144.0050910960952;-48.56048433239772;230.84151743879318;302.1003728399916
2 days 01:53:22;1.548588343364388;57.93332765835032;-68.2610924909941;189.3097875732749;385.40415248371085
2 days 01:53:23;218.2948963943045;-170.33708462122996;-36.49022159752261;181.5486861872294;270.75307705980305
2 days 01:53:24;133.49048311576675;-44.905323291818576;-124.38534698434184;166.11629515930787;344.4586622291644
2 days 01:53:25;83.51099363318099;50.750057102578594;-113.16158486335357;111.69538024080109;377.9035860341447
2 days 01:53:26;144.54499714690868;-31.295605829175912;-107.68415326325109;75.49829467316935;285.0855200336281
2 days 01:53:27;162.81364556996388;15.94793764197418;-154.9805606224458;25.349413857014202;237.57226143519364
2 days 01:53:28;71.43331965692728;49.4987275858336;-104.8487456815057;-2.6977376817490613;260.318622992925
2 days 01:53:29;195.36986126071187;-51.03779606291575;-113.94252396137686;-32.25226934916533;116.87408930215737
2 days 01:53:30;42.18095333902623;202.55027285543207;-104.59659926370462;-97.25961213804642;164.84717414906754
2 days 01:53:31;135.69145731136243;149.90634038780823;-72.5932495798112;-109.05045605303476;213.18032736629954
2 days 01:53:32;221.13616091627918;142.54257181328722;-109.9835303372531;-92.94940899663061;140.95752417003385
2 days 01:53:33;268.76386589863847;144.0514352234165;-72.44509150557116;-129.37635407470614;128.8542689719021
2 days 01:53:34;216.45812633310996;219.96690170552372;-36.00743212341621;-124.5247564958528;105.57743823515736
2 days 01:53:35;153.77707100743294;342.18640872073195;-39.05570836355061;-133.0975182321731;223.82866738141772
2 days 01:53:36;195.25737885572232;258.9499388729016;-8.664932238821505;-115.73299395032834;196.86541417854383
2 days 01:53:37;211.49925636035786;175.111866278174;-44.55545505426594;-105.29453906831866;99.05802886530971
2 days 01:53:38;106.16033686098025;221.8308295036337;-60.06613948319203;-124.29476485339116;101.21101278115327
2 days 01:53:39;101.96643066475221;166.98798596864413;-25.586721288396053;-147.0145361236393;56.151240131661766
2 days 01:53:40;8.501251883487713;185.11123759745124;-15.002892720246619;-135.3807619026037;106.70991974045457
2 days 01:53:41;37.07974841269802;123.0085299828245;-41.760941516390034;-130.82346072607442;19.16326478711386
2 days 01:53:42;-7.8488618102997645;137.9702491093817;-63.028745430075084;-130.68036941567152;30.953279488730498
2 days 01:53:43;-14.94561282157664;56.00713870072825;-54.9373181494205;-102.66714168930521;-13.96584107264791
2 days 01:53:44;-10.596356813543647;19.191591925829226;-66.66566177453849;-89.76846325891609;-31.37490488189286
2 days 01:53:45;-26.635908866299808;9.330765702731501;-78.72776188367435;-69.71392581739845;-25.579479629688734
2 days 01:53:46;-16.021352562860308;-12.996791905403065;-92.16959778050857;-72.19380717490397;-38.60641713109568
2 days 01:53:47;2.1192463254746867;-18.77601414771251;-119.29767439259754;-70.37434984589729;-35.431162215408044
2 days 01:53:48;-7.064691495664917;-5.328268305159131;-135.39398766945092;-92.31953790884256;-29.149579821055497
