timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;-16.671323223565633;52.34022190868127;-47.80068580572021;-89.84134621341654;-120.79610591394702
2 days 01:52:31;2.780995634808016;53.072867698124185;-48.61918877353122;-114.70634066400062;-116.18565101361192
2 days 01:52:32;5.962998305814453;71.16876819943747;-42.72744108940715;-134.34285458894144;-111.4718014488834
2 days 01:52:33;27.946993911046537;87.75451379729044;-54.11487379062722;-133.8078295858026;-96.08517696593968
2 days 01:52:34;37.902582294795316;90.58000716391574;-42.58197496482011;-145.71578718119142;-81.48326288204748
2 days 01:52:35;26.3403853817487;89.47483796819624;-30.30531038379615;-148.35048848599772;-67.13282814815005
2 days 01:52:36;29.036673108145013;77.24009726343255;-37.363920685499885;-142.13864841279295;-30.93964609538737
2 days 01:52:37;15.247294236617249;83.39615063294718;-45.27715453030942;-134.28986190466702;-2.1661467742903966
2 days 01:52:38;-10.879838134549722;67.41162989257565;-25.789641081323538;-121.79992396794624;9.768571651177657
2 days 01:52:39;-0.021595133709749123;37.510445220010624;-17.26582664530994;-114.51563095886681;34.23311977311394
2 days 01:52:40;-24.619756524278305;43.17472476917558;-19.65261959605842;-103.03723155136409;63.85905925667777
2 days 01:52:41;-26.367864078951627;36.975847203670696;-16.704647472733562;-111.31893879383684;98.77119382130074
2 days 01:52:42;-24.02202270648909;3.24121706402713;-15.2609317991642;-116.46177621417934;107.51807963181597
2 days 01:52:43;-36.689055410951426;8.358846229202486;-26.3910308175412;-126.81955658804355;125.17394990267758
2 days 01:52:44;-26.83640729554152;0.8542463880410126;-32.18036935203624;-118.46568693539551;135.01567687538454
2 days 01:52:45;-36.86335662369359;2.0229909752286552;-22.31825542889718;-113.1987395673521;127.91587556230233
2 days 01:52:46;-33.81970022761514;-10.763901373428121;-17.04079869285137;-105.78096694767827;99.18040361185567
2 days 01:52:47;-36.01339550876724;-10.21846182431237;-16.295330977323978;-93.29194156638947;102.842958743522
2 days 01:52:48;-10.667563074653346;8.634198407374328;-38.769852724277534;-85.57384698342403;100.2466495410452
2 days 01:52:49;-9.552292605024638;7.1266875368915255;-20.62176340229688;-74.2199502034075;98.55697605819984
2 days 01:52:50;-7.0124208235947245;2.419150867753466;-15.634112178286811;-63.71298485107522;71.42995165931278
2 days 01:52:51;-5.439343920292793;24.967778004603524;-16.83371539048546;-45.47756196132667;53.56411881116198
2 days 01:52:52;-12.109973503265028;44.57678466539579;0.08921443953635633;-23.577391195970797;15.577851471158903
2 days 01:52:53;-3.415673599630134;24.88203233110029;31.935376606709887;0.8414088434398391;-7.266497253382516
2 days 01:52:54;16.25117934189257;35.539065040221956;52.9558076239216;7.139930966257981;-4.605141707714337
2 days 01:52:55;21.666491496056185;59.35567007805262;44.08686947400688;33.09072764056593;-9.61248265329934
2 days 01:52:56;26.322514703595264;50.366750190988114;47.84235162463656;46.739269653957834;-11.370922826813528
2 days 01:52:57;35.45389465695056;35.83612819075653;78.68124043916141;56.58226455228881;-12.081565153274589
2 days 01:52:58;45.68493045246292;32.51800667652374;90.38249370315836;78.39636344767413;-5.362423178417086
2 days 01:52:59;53.837276361429836;48.7517991448994;93.19711583198354;70.57816222843037;-10.172650693113349
2 days 01:53:00;50.51824038888082;45.15434020496729;105.94326302923963;81.37705659889852;-12.50401050887815
2 days 01:53:01;50.73372703139494;25.66569996794348;109.00761876271967;96.23344125761744;-6.178801552896836
2 days 01:53:02;41.10147639713815;11.14311022211436;89.09938292397723;106.59021717254662;-22.35310832087817
2 days 01:53:03;32.43616079434221;13.810730225506182;92.40694446668141;113.52097089486024;-26.307510473176876
2 days 01:53:04;26.92418263814466;9.497620255150768;74.67039762788981;113.95761597630755;-39.259285567111824
2 days 01:53:05;22.345293406596994;-10.412567606324137;62.86752733854333;101.79617116922604;-57.24532558222183
2 days 01:53:06;29.614177411634778;-4.716478459140179;57.716263377125046;90.58180319836354;-57.73997781806506
2 days 01:53:07;17.075305140723632;4.422854285141223;46.172129979587986;114.98143375029267;-77.04399384601989
2 days 01:53:08;6.684955886988495;-11.181831446708152;60.57929772227775;133.97623330824828;-104.77196904559634
2 days 01:53:09;-7.9818707675993865;0.8809391383366622;63.947676666997445;143.9805985109179;-108.53168809535626
2 days 01:53:10;-6.717315024144124;10.966428739245591;61.65144630035252;145.48061602209492;-91.3124602176807
2 days 01:53:11;5.902533500910982;11.370596882158994;67.7955449357605;150.87330252260648;-82.63862824571797
2 days 01:53:12;8.140229941767405;23.223977778854895;65.29742597420784;145.36783229335728;-60.84328695917892
2 days 01:53:13;53.95547556703415;14.144184001247652;50.99657169871746;132.07198910825943;-36.179282469594725
2 days 01:53:14;63.976299177713294;13.631951029946004;51.75422759128691;127.75037499836907;-5.12212842644882
2 days 01:53:15;57.477039720443564;5.320159105500493;75.7019795441911;137.2863361285545;13.641850353505733
2 days 01:53:16;83.79769552596753;-7.687762224194385;73.10744939936806;138.9759000313722;31.257838554882394
2 days 01:53:17;69.98021201620436;6.027901173891858;69.24136517422818;142.09094919025955;40.75209756233683
