timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
1 days 08:10:00;29.42291762813401;-7.028162010675873;25.330998206537807;37.30753427618459;48.50594445448286
1 days 08:10:01;39.845069833844924;5.93728490580036;40.44622903503702;15.871407281820852;51.80203321888954
1 days 08:10:02;54.726368820929814;22.341643630379608;49.97869688859007;-10.480192704374666;48.0908479839523
1 days 08:10:03;59.023465832887815;32.75807019644176;35.0705915510903;-29.826358989019436;35.992935883781016
1 days 08:10:04;45.821500294295724;26.379453397229515;25.45066326604014;-35.18606826890382;17.695310476465735
1 days 08:10:05;31.29620752127636;19.992779582133362;14.59326738068842;-47.545430043103714;6.099863800569953
1 days 08:10:06;24.174164459064563;12.22350738950343;0.7990774462041692;-44.332218481556254;3.347598827805297
1 days 08:10:07;9.517536723623477;10.494519776436595;-11.45316530269586;-34.73322465256577;3.311647436038036
1 days 08:10:08;-0.752828132821572;10.147024855003473;-16.37287734648329;-17.37864659283146;0.5774628407323457
1 days 08:10:09;-2.8734684401322648;11.052685909409533;-8.284985975348043;-0.5885755555560006;2.3111069612007964
1 days 08:10:10;11.84190532124766;15.996076718447457;6.534281820503995;15.590561586706595;10.366237996932712
1 days 08:10:11;35.43499789203033;22.145642951771038;23.899472902594777;20.110680968056805;35.65278224424456
1 days 08:10:12;47.516791183523644;23.13000209523417;34.39090848380279;8.32656418805471;54.82459913075059
1 days 08:10:13;46.671373027852084;15.823492140127282;35.82476888916953;-17.272536422190477;73.25703134312336
1 days 08:10:14;32.85051366055881;1.6525565314868835;22.854787134286855;-32.976083855911405;80.24640523200483
1 days 08:10:15;7.247898114352194;-1.7100384793401715;3.48712174559134;-36.68108742564547;69.26049936088599
1 days 08:10:16;-26.126538531292024;-7.915342894243396;-1.0242575441660706;-26.55235481015101;28.365928416842756
1 days 08:10:17;-58.82456276351179;-8.182289547728956;-0.8952978908295163;-10.523686323236902;-29.265637324673378
1 days 08:10:18;-73.69435971987954;-13.86820425687425;-1.266650791782991;7.57572869887171;-72.30204297822632
1 days 08:10:19;-75.63102475365896;-19.761944010985122;2.9442473946725105;20.491564901848786;-109.30848303274742
1 days 08:10:20;-68.05050563363521;-20.97858534262314;7.735265352602156;29.578840848021756;-118.08038858889405
1 days 08:10:21;-55.88209554550157;-17.84615372522132;14.451077763538173;33.66112022730223;-102.99875980347869
1 days 08:10:22;-43.204779181118525;-10.527652885447795;13.02781907496764;26.830600187816668;-76.72626821156506
1 days 08:10:23;-34.57291141250767;-3.7453451753042972;23.140679892693814;19.957469793593017;-52.750047095515846
1 days 08:10:24;-15.00245127954462;1.8950666747505513;22.695934268579425;9.342195964908699;-36.82787683939179
1 days 08:10:25;-2.4854699857149773;7.641866818935803;12.153290157888787;9.425176877920586;-26.346338615335643
1 days 08:10:26;16.10477129029491;3.5442765015405846;10.15718824197423;10.375347924515887;-3.3518339467996467
1 days 08:10:27;42.80840837340331;5.430141617373315;7.13932021861442;0.809672228597576;34.183477092409305
1 days 08:10:28;58.293467412220004;9.420174895433854;-3.2633639896705557;-9.278055457734206;70.15373818487139
1 days 08:10:29;55.758629781419536;7.780020064365816;-10.490612605649172;-10.473629338358728;92.09170895943274
1 days 08:10:30;47.09570294220513;19.271734656822158;-16.10588148334146;-36.11895942865839;109.55455626529397
1 days 08:10:31;30.224775746530867;7.071207898259897;-30.064871178999073;-45.058224818246956;108.0704360246517
1 days 08:10:32;16.556630752063654;-1.3053012777063675;-34.664149205213626;-53.865361946879695;76.75750167041356
1 days 08:10:33;2.4681733680310782;-5.973848511460644;-35.742832234599234;-54.18232052424342;25.096597767710083
1 days 08:10:34;-2.580704111756864;-10.24281434475993;-35.188944342481236;-42.676906875569095;-11.347898758921469
1 days 08:10:35;11.562128741736277;-7.5178201760615835;-30.429587406362288;-22.522454560562448;-22.316753361245823
1 days 08:10:36;17.905445305675276;0.15392581397159721;-23.944760567909803;-8.97589901353183;-25.44488857465742
1 days 08:10:37;23.562006134587698;5.557260698163585;-23.830481989894512;-3.253729625780403;-20.464749298314306
1 days 08:10:38;28.88463992981506;6.912436890801764;-18.447007658091927;2.77454174877562;-28.562857763474693
1 days 08:10:39;28.093480982869398;7.710682312017298;-8.932371385649871;11.993518271836232;-32.119701738222375
1 days 08:10:40;16.996142466773147;6.562911804603626;-1.133788492322157;33.16564303149288;-40.79468906082016
1 days 08:10:41;14.347409794746385;11.427808091244463;1.1816874881792225;37.02458217512234;-44.520092775732905
1 days 08:10:42;9.200372724318438;12.776238968151477;8.462521271118172;25.751719656165694;-45.633188876433316
1 days 08:10:43;8.22452696999584;13.346980356189679;3.7268761720352357;15.56703034426102;-36.444430198538875
1 days 08:10:44;16.112368643792745;20.86546872168477;-1.7162527577591764;2.6503261422460676;-13.461100758439423
1 days 08:10:45;25.40972057761038;24.151094282865103;-5.816694118837603;1.4460294736257997;6.080632164201209
1 days 08:10:46;14.752730797744952;19.49255664454102;-3.0916907027934255;-2.662431356429888;12.548948374190385
