timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;-17.6858261036908;-101.70669524522431;91.81111154740871;-87.56930432085035;-36.25352484678939
2 days 01:52:31;-2.34940107053762;-109.5757381253651;22.478302163204244;-18.273424661059856;-19.584992434775483
2 days 01:52:32;-4.769001662443795;29.800476002523247;-90.55457660319966;-15.66934250016346;-8.393104972992223
2 days 01:52:33;-3.8548873354540083;45.12687363211734;-142.65648253320927;21.9882021692161;-5.186066787966126
2 days 01:52:34;-2.9290468342300056;-82.0969942484793;137.12022655443818;-131.92406368649486;-0.7608440038495536
2 days 01:52:35;2.9465533509859774;-10.0543582836949;-59.65173816358098;-1.3788084562623435;0.18878741264681967
2 days 01:52:36;-20.392365662017294;-65.38234071662936;36.07996058846017;-20.75961028883265;-3.2797133715026434
2 days 01:52:37;-21.971415406922095;-40.21605929275464;-16.81564181549582;29.692930789212877;2.9606784512687736
2 days 01:52:38;-23.782352923688464;87.95650668066253;-124.4771195893449;14.14075230596515;-8.92657690558786
2 days 01:52:39;-3.457702368080389;-48.54610620364771;32.1601883705698;-46.347670666691755;-8.942316505607392
2 days 01:52:40;-2.1916706022731636;-129.20334207387486;106.61886383266449;-37.006046497519065;1.400688314897225
2 days 01:52:41;5.197688974057447;-8.748117207480963;-83.71292709715522;21.596115704280788;1.4166814199156497
2 days 01:52:42;6.599549119128551;-0.3642094749470304;-71.37592392008739;-6.199066469524906;-6.864623522517752
2 days 01:52:43;0.9674952295995239;-61.59067501518544;0.29519988343058856;-25.0622521951331;-1.718086111726692
2 days 01:52:44;-2.237749265631816;-101.31319301803254;-57.2066637848157;32.94317316338804;-13.210147027031612
2 days 01:52:45;-28.683730150989028;-49.32342038211933;-108.6439772704009;27.482488060249374;-5.122327354517313
2 days 01:52:46;-54.43427631081759;20.899557373255245;-113.36019408759553;-7.299904510371158;-48.85220711347203
2 days 01:52:47;-60.02135794802757;-110.2374947831157;-0.9100065192800848;16.542161606897324;-54.07319959396414
2 days 01:52:48;-69.8438261211016;-43.62963509237033;-64.97471541491848;17.5764922955474;-62.54017937570139
2 days 01:52:49;-67.90036489545028;-17.687323410609633;-28.864566379469526;-6.3325080013898125;-78.28502699781289
2 days 01:52:50;-69.5235498075397;-14.797277901327554;-50.40364569486489;36.30186181228338;-80.32800919872993
2 days 01:52:51;-58.70896212417792;-133.133362630619;154.46688548088252;-79.52593955847586;-84.71265008015624
2 days 01:52:52;-36.4930545190206;-76.08892427579717;29.826246727205973;1.1044448586513058;-67.71517256900971
2 days 01:52:53;-32.77184904211846;-43.7025707003281;-29.735246919349528;61.28644969068204;-65.31709955569495
2 days 01:52:54;-35.19863353395779;-12.601113347089507;-8.628351545845222;27.43877375488109;-76.44300047802379
2 days 01:52:55;-51.704930158114514;-13.903648047857931;18.342902976128155;77.85329980435047;-82.86748835920406
2 days 01:52:56;-37.577990325445306;-31.533434786606225;78.03579839205926;22.538366400876615;-60.5250678733976
2 days 01:52:57;-39.419907298661236;-79.9621568427625;117.82525637704491;41.04124034744506;-44.00853896320828
2 days 01:52:58;-56.80529272869536;88.71902361357624;-55.31168990242233;83.20938923773265;-48.32983571426846
2 days 01:52:59;-63.484544082656875;65.94604261287644;-76.96541831150438;119.56752320314327;-45.752585085549484
2 days 01:53:00;-63.57717096276175;-51.11836236950529;96.63646486575838;88.7571875160316;-47.90869283056012
2 days 01:53:01;-68.37350613912885;2.511161335789013;132.9651367558812;36.28845752835926;-50.73027839888427
2 days 01:53:02;-35.803164342997476;69.88079058281015;-77.59120701711454;109.18847605044733;-49.79815106349791
2 days 01:53:03;10.742082655076612;-74.83866143214381;12.68102297828368;107.18459986813666;-27.232466667576468
2 days 01:53:04;32.64962536700208;-7.944176338556719;3.534397856947546;63.73667530990723;-19.291073509081663
2 days 01:53:05;56.255070475045336;-17.96744112543905;-0.6962405679860219;35.32308287511434;-10.758318107273041
2 days 01:53:06;72.22789814795382;36.439300102830444;-55.893081061776115;33.13537146952175;2.4099489206920626
2 days 01:53:07;84.96761932850345;43.81213789654484;-57.4401151665266;39.38785957890385;14.647673148899463
2 days 01:53:08;93.98155440565033;-57.669946239637625;-20.506691694016197;73.99029661033998;27.83801993196153
2 days 01:53:09;61.940938933343695;-40.84246297528421;32.12424911769873;35.26828637284422;34.83827339272629
2 days 01:53:10;22.48130275822043;53.48112809896481;16.92138391131878;-10.843872229446296;15.602181685444306
2 days 01:53:11;7.781457824510286;18.52343629993529;-94.35861464306994;159.2505502644611;18.010582132691777
2 days 01:53:12;-0.1893392910063199;-24.975166975116373;-1.4687942123211966;112.47402405645893;27.891979550577695
2 days 01:53:13;-5.850845643700469;7.914137922636761;80.66592284124965;-6.40186090063099;53.42976502468823
2 days 01:53:14;4.633754518788628;0.46352582403100945;-1.340555874749733;68.81037683132749;83.30131658078975
2 days 01:53:15;0.2028160834990217;27.81473413213463;-20.45979429597969;28.16437146865588;88.01762998153974
2 days 01:53:16;-20.95033852019899;-44.86463118633186;-92.52912121679633;143.82648228856723;84.26314312266089
2 days 01:53:17;-21.83748441289362;45.27000719621569;-163.9499457544366;110.75696986620692;90.0598378157938
2 days 01:53:18;-12.589469051304294;-12.240526956398858;-37.709745031069026;-4.315149395442107;102.71890405595872
2 days 01:53:19;-3.004347391363273;-74.75002212614224;-4.98802764258387;-0.42498790143371923;106.79017560032814
2 days 01:53:20;-8.792415755060796;-4.946993659649384;-31.40146268222491;-35.382605163099555;115.51580319588969
2 days 01:53:21;6.123490128876127;-43.963949907039314;-73.05783731908295;17.893426301127757;111.7910633579413
2 days 01:53:22;17.355125738782867;54.407320651258786;-189.47743401458868;-8.095411411229748;100.9446059680575
2 days 01:53:23;35.646080829637754;42.736554371354806;-209.65260659893963;6.806459887647304;84.13664851798285
2 days 01:53:24;60.305088822452355;-7.054687240993125;-177.2861169580097;-9.34030080347742;85.84413618210462
2 days 01:53:25;83.52398888461931;-38.55414411934794;-161.65048347777747;16.706371832315664;86.5706216395403
2 days 01:53:26;102.17808253054282;-76.7700117302352;-109.93050712248326;13.725799426609075;85.94171032578329
2 days 01:53:27;139.72883036755954;1.054239192105162;-128.0304489882993;-29.48091747606756;101.54667348663837
2 days 01:53:28;178.6763724863374;-29.57324047962809;-84.84250772504073;7.959162492927646;119.5201331441473
2 days 01:53:29;235.02528251286736;-13.359447802874026;-119.99806857987137;28.840863534874558;162.4330890043678
2 days 01:53:30;304.8124702928652;40.50203360546415;-133.02498887831453;28.45096503153605;233.81207720347393
2 days 01:53:31;389.06238521038364;-17.923089651397234;-75.90874495865754;16.574041908553703;303.1493847768541
2 days 01:53:32;458.2577630813204;12.44114020897987;-118.24810493079121;18.72368020361585;368.333682044765
2 days 01:53:33;500.63732386484594;-18.585789392229636;-71.1156485089609;-10.830148898768192;405.9151115182998
2 days 01:53:34;508.30777767218115;37.87563786655207;-120.62607535751398;-34.30560138427105;401.6569248357836
2 days 01:53:35;483.832734607478;122.47577196914703;-242.35529917612627;-5.06791975066629;379.4133535882923
