timestamp;FP1-F7;F7-T7;T7-P7;P7-O1;FP1-F3
2 days 01:52:30;-227.91795312012854;-106.73914302543746;43.78762685889952;-12.159457749464472;-39.907472544132645
2 days 01:52:31;-226.18103641526616;-150.36933751379667;39.77916780513117;10.989398547057846;-48.09397843637514
2 days 01:52:32;-257.30162696878045;-132.58985703843445;83.01395791842192;-38.61538749081691;-104.15721012852521
2 days 01:52:33;-271.27260943530416;-122.38833187404023;28.718908721187898;-1.4735652703340993;-150.0518488206362
2 days 01:52:34;-267.8071425926941;-128.36088137950296;11.995267586600427;-8.039468751336099;-187.25062889052265
2 days 01:52:35;-260.84171104490554;-101.89118513890195;30.549465056008632;-25.256197647894414;-186.32982901474855
2 days 01:52:36;-234.21403591709773;-73.38096375967952;-29.314507418615385;19.891739335151016;-186.86229455427932
2 days 01:52:37;-230.99887896171592;-84.333971292688;64.33506885890547;-16.463843928077896;-209.3265791047285
2 days 01:52:38;-232.08972897299716;-7.676993966959748;33.33963271732491;-11.758520720771532;-214.89054982794372
2 days 01:52:39;-184.62435667850463;4.903984520645615;22.261687164990335;-5.438869400707933;-176.4103972016448
2 days 01:52:40;-122.29344585730826;21.85540175821208;-50.39785074573807;21.248901224315595;-138.28655302686923
2 days 01:52:41;-93.3497250897061;-22.323423446424982;-24.928938869900893;32.53413597723358;-107.94514955372796
2 days 01:52:42;-83.05092653740383;-44.86101958249243;45.9255976655478;-10.688517365002749;-68.9538538350872
2 days 01:52:43;-49.6223625299238;15.935758052276475;-19.591919086749375;-9.952523959478876;-19.95421899755452
2 days 01:52:44;-28.174146856504183;-7.879744130732098;-30.788755143043186;25.942378822141215;-39.0139007341782
2 days 01:52:45;-5.299687779294595;49.545259723753574;-59.665637127903075;13.254375992746139;-45.5095815260249
2 days 01:52:46;10.508981951248645;9.432415121926162;-62.22553959947419;63.87747272410953;-56.29529873746283
2 days 01:52:47;-28.818482614583743;-44.45961478125238;23.569760287606826;56.2319849537865;-109.95696082015071
2 days 01:52:48;-20.63176769657177;14.051245767400209;15.162096271399122;25.72123844519777;-120.12608102219555
2 days 01:52:49;-23.8363812850811;46.041421240028605;2.728953258943267;10.394986524443501;-117.91652480777647
2 days 01:52:50;-33.391138959611844;25.634922023742174;46.63176022670799;34.76411726380825;-104.31235198897052
2 days 01:52:51;-30.600104488027835;43.525864572638966;35.565750849353286;60.89150144850364;-91.31720232464166
2 days 01:52:52;-32.907585574842145;62.94372057629641;24.02734331679296;61.67739664096138;-67.87232229042064
2 days 01:52:53;-18.021026730851293;42.15990981568215;51.3980456590015;61.040521638125746;2.5237612823461815
2 days 01:52:54;-23.404760772534786;72.97504327565953;45.733485796147434;78.89148723938625;62.42963513247924
2 days 01:52:55;-15.874251431619639;39.9082203026567;72.1669604314197;88.72706066419813;123.78496313830853
2 days 01:52:56;13.99628531534382;29.701975069390098;54.55134344687343;41.79693465214146;142.32638541230057
2 days 01:52:57;3.690002132958493;25.793709702389577;103.91889956983482;-17.098763879447105;162.80280340718994
2 days 01:52:58;-19.302397629632615;2.0019350116028902;94.76055372936851;-1.7035962925985098;197.78220466927226
2 days 01:52:59;-1.111699747588296;13.481550947736396;-23.703968678651542;39.97176864659467;181.24136407308862
2 days 01:53:00;7.149538545402852;-80.614363527677;47.36516842328798;17.376916783211033;175.31543584423127
2 days 01:53:01;-0.9344861451723689;29.681249545167883;-52.78177225530185;-22.041571836478752;149.20283244123124
2 days 01:53:02;-0.5458317833932679;-46.31283563996584;19.368294505528993;-25.305318815635957;130.62909526147735
2 days 01:53:03;7.8123646195387995;-72.72051894291106;61.45589632961378;-45.95224797598423;145.62315937733902
2 days 01:53:04;28.678355033694203;-103.2472891004959;22.102942992184374;3.0726033436583124;109.26466488696543
2 days 01:53:05;32.813782169611315;-95.17264310106015;-47.46970517494104;80.00541457129755;114.29017340513194
2 days 01:53:06;28.8129787267771;-177.17666782851222;57.8587788579866;71.35791664858209;80.50029888971275
2 days 01:53:07;-5.7503690102565415;-184.31412260089488;97.47716180115843;81.08753841097507;51.287313426837436
2 days 01:53:08;2.765907822910895;-205.41922029364946;92.71271647905009;145.23656480004001;63.005333219557876
2 days 01:53:09;-24.686207716117206;-163.14652712973466;35.99912586400012;180.88000373420934;33.486651193646594
2 days 01:53:10;-24.05812014874604;-137.27633182188723;11.189126133155018;174.8597660748933;26.0309491686158
2 days 01:53:11;-37.23969934958823;-168.82970246248024;87.07907785219041;158.04802127365286;32.52396244662414
2 days 01:53:12;-33.09977733977278;-117.85203909453864;2.166523940238139;170.58529260652372;22.230627529489485
2 days 01:53:13;-19.56905158620254;-164.2058255194006;12.499172124025188;202.10851989020384;25.80270592246528
2 days 01:53:14;-35.68504158237232;-96.67573537017249;-66.01876370325904;222.83222731591414;8.790917864331464
2 days 01:53:15;-53.91857791155952;-27.36689575902158;-86.83066919485147;179.1364048376344;-19.18875748767474
2 days 01:53:16;-44.02767331465823;-1.8375602259522799;-77.48940237192363;116.08180415555653;-53.85031865635395
2 days 01:53:17;-15.499278972349838;-44.15494171665937;-70.32792476913285;115.44094127512648;-89.30435497309499
2 days 01:53:18;-17.13185420160731;-31.726314749480576;-79.11382380288961;130.2139584680863;-117.47545645697897
2 days 01:53:19;-23.31829806017434;17.860109351648877;-138.60925953651886;151.4859154903399;-157.3123630119613
2 days 01:53:20;4.229272928794148;2.05227289992645;-95.1388430999327;117.69449237854737;-193.1909112917436
2 days 01:53:21;39.595891308396595;40.1329898331322;-41.82516883546193;41.73289162886771;-180.18552622569518
2 days 01:53:22;38.33542714842748;40.67734055519634;-21.654275306368678;68.69353128485545;-178.65240382627928
2 days 01:53:23;64.91781842672656;97.51659026567411;-56.052046927235025;38.76124097853307;-161.11382163086628
2 days 01:53:24;82.5427055050486;112.69214140461017;-26.511854440916647;15.979189903901677;-125.78629442772059
2 days 01:53:25;71.07634728068163;162.87820553061422;-33.073688119528;-9.204776659884105;-115.59980585040198
2 days 01:53:26;81.17610703779681;188.7092668974989;-29.885370169497687;-18.790000445875762;-65.4278487167759
2 days 01:53:27;121.10145732290955;256.44540255063185;-2.31042368417673;-135.0124211840676;-3.992481208137588
