id,0,1
0,0.4932319,0.5067681
1,0.35060543,0.6493946
2,0.6617734,0.3382266
3,0.5284372,0.47156274
4,0.479555,0.520445
5,0.12432976,0.8756702
6,0.70159394,0.29840606
7,0.44915164,0.55084836
8,0.10073041,0.8992696
9,0.73109275,0.26890728
10,0.47024202,0.529758
11,0.4018774,0.5981226
12,0.49111578,0.50888425
13,0.7331265,0.26687354
14,0.63135946,0.3686405
15,0.8696198,0.13038027
16,0.50309217,0.49690783
17,0.17089227,0.8291077
18,0.8320068,0.16799316
19,0.67052466,0.32947534
20,0.66363513,0.3363649
21,0.3759313,0.62406874
22,0.50470674,0.49529326
23,0.16085579,0.8391442
24,0.33828282,0.6617172
25,0.9023391,0.09766089
26,0.20901166,0.79098827
27,0.14055341,0.8594466
28,0.18123716,0.8187628
29,0.74654,0.25346002
30,0.71681184,0.28318813
31,0.65984917,0.3401508
32,0.74340606,0.25659394
33,0.4800474,0.5199526
34,0.49702424,0.50297576
35,0.6450001,0.3549999
36,0.38746047,0.6125395
37,0.6150207,0.3849793
38,0.4007023,0.59929764
39,0.43015108,0.5698489
40,0.49703768,0.50296235
41,0.475764,0.524236
42,0.542,0.45799997
43,0.49642122,0.5035788
44,0.5391927,0.46080726
45,0.110953204,0.8890468
46,0.7447986,0.2552014
47,0.59237456,0.40762544
48,0.6891723,0.31082773
49,0.9020022,0.097997755
50,0.2886972,0.7113028
51,0.41079807,0.5892019
52,0.3549945,0.6450055
53,0.20823978,0.79176027
54,0.8969611,0.10303888
55,0.42831647,0.57168347
56,0.5695765,0.43042344
57,0.43213245,0.5678675
58,0.09096673,0.90903324
59,0.8181381,0.1818619
60,0.45014063,0.5498594
61,0.53983766,0.46016234
62,0.117477775,0.88252217
63,0.8546887,0.14531131
64,0.29215908,0.7078409
65,0.26797366,0.73202634
66,0.21396531,0.7860347
67,0.55149394,0.4485061
68,0.45860392,0.541396
69,0.4047226,0.59527737
70,0.4146991,0.5853009
71,0.7894187,0.21058126
72,0.5744294,0.4255706
73,0.35166448,0.6483355
74,0.76982504,0.23017497
75,0.2817645,0.7182355
76,0.3241054,0.6758946
77,0.44723058,0.5527694
78,0.81241894,0.1875811
79,0.34230724,0.65769273
80,0.53013223,0.46986774
81,0.7676329,0.23236707
82,0.38237324,0.6176268
83,0.48362917,0.5163709
84,0.68118715,0.31881282
85,0.8926737,0.10732635
86,0.4934783,0.5065217
87,0.26245335,0.7375467
88,0.2570598,0.7429402
89,0.888649,0.111351095
90,0.22335705,0.776643
91,0.42134437,0.57865566
92,0.628004,0.37199602
93,0.23542504,0.764575
94,0.48469096,0.51530904
95,0.23801506,0.7619849
96,0.2338857,0.7661143
97,0.40644297,0.593557
98,0.66785383,0.33214617
99,0.21753953,0.78246045
